username,tweetcreatedat,text,clean_text,remove_symb,clean_text_two,case_fold,tokenize,data
Leezenii,2022-10-05 23:12:35+00:00,@collegemenfess artinya km disuruh berangkat kuliah, artinya km disuruh berangkat kuliah,artinya km disuruh berangkat kuliah,artinya km disuruh berangkat kuliah,artinya km disuruh berangkat kuliah,"['km', 'suruh', 'berangkat', 'kuliah']",km suruh berangkat kuliah
AdhiPace1,2022-10-05 23:12:35+00:00,@ddailybe Kuliah pagi sangat AWIWOK, Kuliah pagi sangat AWIWOK,Kuliah pagi sangat AWIWOK,Kuliah pagi sangat AWIWOK,kuliah pagi sangat awiwok,"['kuliah', 'pagi', 'awiwok']",kuliah pagi awiwok
falleninaugust,2022-10-05 23:12:34+00:00,"Uni life is hard. It's more than having class, listen to the lecturer, and go home peacefully. Gatau kenapa tapi kayak konsep sekolah/kuliah di kepala gue nggak semenyenangkan dan semenjanjikan dulu. Dulu gue bersikeras bgt kesulitan apapun selama pembelajaran,","Uni life is hard. It's more than having class, listen to the lecturer, and go home peacefully. Gatau kenapa tapi kayak konsep sekolah/kuliah di kepala gue nggak semenyenangkan dan semenjanjikan dulu. Dulu gue bersikeras bgt kesulitan apapun selama pembelajaran,",Uni life is hard It s more than having class listen to the lecturer and go home peacefully Gatau kenapa tapi kayak konsep sekolah kuliah di kepala gue nggak semenyenangkan dan semenjanjikan dulu Dulu gue bersikeras bgt kesulitan apapun selama pembelajaran,Uni life is hard It s more than having class listen to the lecturer and go home peacefully Gatau kenapa tapi kayak konsep sekolah kuliah di kepala gue nggak semenyenangkan dan semenjanjikan dulu Dulu gue bersikeras bgt kesulitan apapun selama pembelajaran,uni life is hard it s more than having class listen to the lecturer and go home peacefully gatau kenapa tapi kayak konsep sekolah kuliah di kepala gue nggak semenyenangkan dan semenjanjikan dulu dulu gue bersikeras bgt kesulitan apapun selama pembelajaran,"['uni', 'life', 'is', 'hard', 'it', 'more', 'than', 'having', 'class', 'listen', 'to', 'the', 'lecturer', 'and', 'go', 'home', 'peacefully', 'gatau', 'kayak', 'konsep', 'sekolah', 'kuliah', 'kepala', 'nggak', 'senang', 'janji', 'sikeras', 'sulit', 'apa', 'ajar']",uni life is hard it more than having class listen to the lecturer and go home peacefully gatau kayak konsep sekolah kuliah kepala nggak senang janji sikeras sulit apa ajar
twinkleloud,2022-10-05 23:12:24+00:00,"Aku ga cocok banget in relationship selama kuliah tuh. Kurang tidur, prokrastinasi, kalo galau jadi ga mau ngapa ngapain. Pokoknya jadi banyak waktu percuma karena akunya kurang bisa manage diri. Otak dan badan ga bisa diajak kerja sama karena pengennya ngebucin dan ngobrol terus https://t.co/uGVoYwgL05","Aku ga cocok banget in relationship selama kuliah tuh. Kurang tidur, prokrastinasi, kalo galau jadi ga mau ngapa ngapain. Pokoknya jadi banyak waktu percuma karena akunya kurang bisa manage diri. Otak dan badan ga bisa diajak kerja sama karena pengennya ngebucin dan ngobrol terus https://t.co/uGVoYwgL05",Aku ga cocok banget in relationship selama kuliah tuh Kurang tidur prokrastinasi kalo galau jadi ga mau ngapa ngapain Pokoknya jadi banyak waktu percuma karena akunya kurang bisa manage diri Otak dan badan ga bisa diajak kerja sama karena pengennya ngebucin dan ngobrol terus,Aku ga cocok banget in relationship selama kuliah tuh Kurang tidur prokrastinasi kalo galau jadi ga mau ngapa ngapain Pokoknya jadi banyak waktu percuma karena akunya kurang bisa manage diri Otak dan badan ga bisa diajak kerja sama karena pengennya ngebucin dan ngobrol terus,aku ga cocok banget in relationship selama kuliah tuh kurang tidur prokrastinasi kalo galau jadi ga mau ngapa ngapain pokoknya jadi banyak waktu percuma karena akunya kurang bisa manage diri otak dan badan ga bisa diajak kerja sama karena pengennya ngebucin dan ngobrol terus,"['cocok', 'banget', 'in', 'relationship', 'kuliah', 'tuh', 'tidur', 'prokrastinasi', 'kalo', 'galau', 'ngapa', 'ngapain', 'pokok', 'waktu', 'aku', 'manage', 'otak', 'badan', 'ajak', 'ken', 'ngebucin', 'ngobrol']",cocok banget in relationship kuliah tuh tidur prokrastinasi kalo galau ngapa ngapain pokok waktu aku manage otak badan ajak ken ngebucin ngobrol
jaehyuno0,2022-10-05 23:12:15+00:00,@starfess Enak banget di dengerin buat kamu klo sambil berangkat kerja/sekolah/kuliah... https://t.co/XHZ0bG7OIS, Enak banget di dengerin buat kamu klo sambil berangkat kerja/sekolah/kuliah... https://t.co/XHZ0bG7OIS,Enak banget di dengerin buat kamu klo sambil berangkat kerja sekolah kuliah,Enak banget di dengerin buat kamu klo sambil berangkat kerja sekolah kuliah,enak banget di dengerin buat kamu klo sambil berangkat kerja sekolah kuliah,"['banget', 'dengerin', 'klo', 'berangkat', 'sekolah', 'kuliah']",banget dengerin klo berangkat sekolah kuliah
bastracina,2022-10-05 23:11:50+00:00,"Beasiswa ini hadir dengan harapan dapat membantu mahasiswa yang kesulitan secara finansial dalam pembayaran biaya kuliah.

Bentuk pemberian donasi terbagi menjadi dua :
1. Donatur sukarela
2. Donatur tetap, dengan memberikan uang sebesar Rp 50.000,-","Beasiswa ini hadir dengan harapan dapat membantu mahasiswa yang kesulitan secara finansial dalam pembayaran biaya kuliah.

Bentuk pemberian donasi terbagi menjadi dua :
1. Donatur sukarela
2. Donatur tetap, dengan memberikan uang sebesar Rp 50.000,-",Beasiswa ini hadir dengan harapan dapat membantu mahasiswa yang kesulitan secara finansial dalam pembayaran biaya kuliah Bentuk pemberian donasi terbagi menjadi dua 1 Donatur sukarela 2 Donatur tetap dengan memberikan uang sebesar Rp 50 000,Beasiswa ini hadir dengan harapan dapat membantu mahasiswa yang kesulitan secara finansial dalam pembayaran biaya kuliah Bentuk pemberian donasi terbagi menjadi dua  Donatur sukarela  Donatur tetap dengan memberikan uang sebesar Rp  ,beasiswa ini hadir dengan harapan dapat membantu mahasiswa yang kesulitan secara finansial dalam pembayaran biaya kuliah bentuk pemberian donasi terbagi menjadi dua  donatur sukarela  donatur tetap dengan memberikan uang sebesar rp  ,"['beasiswa', 'hadir', 'harap', 'bantu', 'mahasiswa', 'sulit', 'finansial', 'bayar', 'biaya', 'kuliah', 'bentuk', 'beri', 'donasi', 'bagi', 'donatur', 'sukarela', 'donatur', 'uang', 'rp']",beasiswa hadir harap bantu mahasiswa sulit finansial bayar biaya kuliah bentuk beri donasi bagi donatur sukarela donatur uang rp
oppahoranghae,2022-10-05 23:11:27+00:00,"@cerebronu WKWKWK. aku jg jaman kuliah kaya gini, lebih banyak waktu untuk istirahat kana cape bgt ga si😭"," WKWKWK. aku jg jaman kuliah kaya gini, lebih banyak waktu untuk istirahat kana cape bgt ga si😭",WKWKWK aku jg jaman kuliah kaya gini lebih banyak waktu untuk istirahat kana cape bgt ga si,WKWKWK aku jg jaman kuliah kaya gini lebih banyak waktu untuk istirahat kana cape bgt ga si,wkwkwk aku jg jaman kuliah kaya gini lebih banyak waktu untuk istirahat kana cape bgt ga si,"['wkwkwk', 'jaman', 'kuliah', 'kaya', 'gin', 'waktu', 'istirahat', 'kana', 'cape']",wkwkwk jaman kuliah kaya gin waktu istirahat kana cape
fluffyaara,2022-10-05 23:11:15+00:00,@onyourn__ao Ini masalahnya mataku jadi gak ngantuk-ngantuk masa 😭😭😭. Hari ini full. Jam 8-sore ada jadwal kuliah 😭😭😭. Okaaayyy, Ini masalahnya mataku jadi gak ngantuk-ngantuk masa 😭😭😭. Hari ini full. Jam 8-sore ada jadwal kuliah 😭😭😭. Okaaayyy,Ini masalahnya mataku jadi gak ngantuk ngantuk masa Hari ini full Jam 8 sore ada jadwal kuliah Okaaayyy,Ini masalahnya mataku jadi gak ngantuk ngantuk masa Hari ini full Jam  sore ada jadwal kuliah Okaaayyy,ini masalahnya mataku jadi gak ngantuk ngantuk masa hari ini full jam  sore ada jadwal kuliah okaaayyy,"['mata', 'gak', 'ngantuk', 'ngantuk', 'full', 'jam', 'sore', 'jadwal', 'kuliah', 'okaaayyy']",mata gak ngantuk ngantuk full jam sore jadwal kuliah okaaayyy
arrdiraaa,2022-10-05 23:11:09+00:00,setiap pagi kemalasan buat berangkat kuliah 80%,setiap pagi kemalasan buat berangkat kuliah 80%,setiap pagi kemalasan buat berangkat kuliah 80,setiap pagi kemalasan buat berangkat kuliah ,setiap pagi kemalasan buat berangkat kuliah ,"['pagi', 'malas', 'berangkat', 'kuliah']",pagi malas berangkat kuliah
cederaotakkanan,2022-10-05 23:11:08+00:00,nawaitu semangat kuliah meski belom bobo,nawaitu semangat kuliah meski belom bobo,nawaitu semangat kuliah meski belom bobo,nawaitu semangat kuliah meski belom bobo,nawaitu semangat kuliah meski belom bobo,"['nawaitu', 'semangat', 'kuliah', 'bom', 'bobo']",nawaitu semangat kuliah bom bobo
Amaya_ky,2022-10-05 23:11:08+00:00,Temen kuliah gw ini https://t.co/Ia7mW3WbhY,Temen kuliah gw ini https://t.co/Ia7mW3WbhY,Temen kuliah gw ini,Temen kuliah gw ini,temen kuliah gw ini,"['temen', 'kuliah']",temen kuliah
zzznxrana,2022-10-05 23:10:51+00:00,"@sbmptnfess gapapa, kuliah mah dimana aja sama asal niat dan rajin. smgt nder"," gapapa, kuliah mah dimana aja sama asal niat dan rajin. smgt nder",gapapa kuliah mah dimana aja sama asal niat dan rajin smgt nder,gapapa kuliah mah dimana aja sama asal niat dan rajin smgt nder,gapapa kuliah mah dimana aja sama asal niat dan rajin smgt nder,"['gapapa', 'kuliah', 'mah', 'mana', 'aja', 'niat', 'rajin', 'smgt', 'nder']",gapapa kuliah mah mana aja niat rajin smgt nder
anidanormach,2022-10-05 23:10:45+00:00,"Jadi keinget kata kata bu Fafa jaman kuliah, ""gapapa kalian masuk kelas saya ngga mandi, tapi minimal wangi""","Jadi keinget kata kata bu Fafa jaman kuliah, ""gapapa kalian masuk kelas saya ngga mandi, tapi minimal wangi""",Jadi keinget kata kata bu Fafa jaman kuliah gapapa kalian masuk kelas saya ngga mandi tapi minimal wangi,Jadi keinget kata kata bu Fafa jaman kuliah gapapa kalian masuk kelas saya ngga mandi tapi minimal wangi,jadi keinget kata kata bu fafa jaman kuliah gapapa kalian masuk kelas saya ngga mandi tapi minimal wangi,"['keinget', 'bu', 'fafa', 'jaman', 'kuliah', 'gapapa', 'kelas', 'ngga', 'mandi', 'minimal', 'wangi']",keinget bu fafa jaman kuliah gapapa kelas ngga mandi minimal wangi
lieutenantyoonm,2022-10-05 23:10:31+00:00,"ah bae ah jd mahasiswa kupu kupu, masih smt 1 ygy. Soalnya bole masuk himpunan tuh ntar smt 3 

Drpd kuliah nongki kuliah nongki🙂 abiz duit gw🙂","ah bae ah jd mahasiswa kupu kupu, masih smt 1 ygy. Soalnya bole masuk himpunan tuh ntar smt 3 

Drpd kuliah nongki kuliah nongki🙂 abiz duit gw🙂",ah bae ah jd mahasiswa kupu kupu masih smt 1 ygy Soalnya bole masuk himpunan tuh ntar smt 3 Drpd kuliah nongki kuliah nongki abiz duit gw,ah bae ah jd mahasiswa kupu kupu masih smt  ygy Soalnya bole masuk himpunan tuh ntar smt  Drpd kuliah nongki kuliah nongki abiz duit gw,ah bae ah jd mahasiswa kupu kupu masih smt  ygy soalnya bole masuk himpunan tuh ntar smt  drpd kuliah nongki kuliah nongki abiz duit gw,"['ah', 'bae', 'ah', 'jd', 'mahasiswa', 'kupu', 'kupu', 'smt', 'ygy', 'bole', 'himpun', 'tuh', 'smt', 'drpd', 'kuliah', 'nongki', 'kuliah', 'nongki', 'abiz', 'duit']",ah bae ah jd mahasiswa kupu kupu smt ygy bole himpun tuh smt drpd kuliah nongki kuliah nongki abiz duit
Yin98Ai,2022-10-05 23:09:43+00:00,"BibleBuild short AU
—— no title, karena gatau harus apa tapi pengen nyobaa bikin AU——

Ketika Bible mau modus ke Apo minjem modul kuliah tapi malah harus ketemu Biu selaku temen se-apart Apo https://t.co/3OPbM91rwm","BibleBuild short AU
—— no title, karena gatau harus apa tapi pengen nyobaa bikin AU——

Ketika Bible mau modus ke Apo minjem modul kuliah tapi malah harus ketemu Biu selaku temen se-apart Apo https://t.co/3OPbM91rwm",BibleBuild short AU no title karena gatau harus apa tapi pengen nyobaa bikin AU Ketika Bible mau modus ke Apo minjem modul kuliah tapi malah harus ketemu Biu selaku temen se apart Apo,BibleBuild short AU no title karena gatau harus apa tapi pengen nyobaa bikin AU Ketika Bible mau modus ke Apo minjem modul kuliah tapi malah harus ketemu Biu selaku temen se apart Apo,biblebuild short au no title karena gatau harus apa tapi pengen nyobaa bikin au ketika bible mau modus ke apo minjem modul kuliah tapi malah harus ketemu biu selaku temen se apart apo,"['biblebuild', 'short', 'au', 'no', 'title', 'gatau', 'ken', 'nyobaa', 'bikin', 'au', 'bible', 'modus', 'apo', 'minjem', 'modul', 'kuliah', 'ketemu', 'biu', 'temen', 'apart', 'apo']",biblebuild short au no title gatau ken nyobaa bikin au bible modus apo minjem modul kuliah ketemu biu temen apart apo
saposikompak,2022-10-05 23:09:37+00:00,@saposikompak @habiburokhman @Gerindra @NasDem Oh orang hebat ....kuliah nya ..., Oh orang hebat ....kuliah nya ...,Oh orang hebat kuliah nya,Oh orang hebat kuliah nya,oh orang hebat kuliah nya,"['oh', 'hebat', 'kuliah']",oh hebat kuliah
bagastudy,2022-10-05 23:09:32+00:00,nie univ ak rank 23 smoga tahun depan ak bs kuliah dinuniv rank 14 atauga 1 atauga 3 atauga 2 deh 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 https://t.co/ra05QeJnGC,nie univ ak rank 23 smoga tahun depan ak bs kuliah dinuniv rank 14 atauga 1 atauga 3 atauga 2 deh 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 https://t.co/ra05QeJnGC,nie univ ak rank 23 smoga tahun depan ak bs kuliah dinuniv rank 14 atauga 1 atauga 3 atauga 2 deh,nie univ ak rank  smoga tahun depan ak bs kuliah dinuniv rank  atauga  atauga  atauga  deh,nie univ ak rank  smoga tahun depan ak bs kuliah dinuniv rank  atauga  atauga  atauga  deh,"['nie', 'univ', 'ak', 'rank', 'smoga', 'tahun', 'ak', 'bs', 'kuliah', 'dinuniv', 'rank', 'atauga', 'atauga', 'atauga', 'deh']",nie univ ak rank smoga tahun ak bs kuliah dinuniv rank atauga atauga atauga deh
daftarbelanjaa,2022-10-05 23:09:23+00:00,@collegemenfess Ada dan tiada relationship pas kuliah ga ngaruh sama sekali sih kalo gua, Ada dan tiada relationship pas kuliah ga ngaruh sama sekali sih kalo gua,Ada dan tiada relationship pas kuliah ga ngaruh sama sekali sih kalo gua,Ada dan tiada relationship pas kuliah ga ngaruh sama sekali sih kalo gua,ada dan tiada relationship pas kuliah ga ngaruh sama sekali sih kalo gua,"['tiada', 'relationship', 'pas', 'kuliah', 'ngaruh', 'kalo']",tiada relationship pas kuliah ngaruh kalo
shuotgun,2022-10-05 23:09:04+00:00,@twentyflours kuliah online sama belajar bareng sa. hbu?, kuliah online sama belajar bareng sa. hbu?,kuliah online sama belajar bareng sa hbu,kuliah online sama belajar bareng sa hbu,kuliah online sama belajar bareng sa hbu,"['kuliah', 'online', 'ajar', 'bareng', 'sa', 'hbu']",kuliah online ajar bareng sa hbu
deadlysm0ker,2022-10-05 23:08:53+00:00,"semalem pusing banget, skrg badanku mayan anget. kata kalian aku brgkt kuliah gak","semalem pusing banget, skrg badanku mayan anget. kata kalian aku brgkt kuliah gak",semalem pusing banget skrg badanku mayan anget kata kalian aku brgkt kuliah gak,semalem pusing banget skrg badanku mayan anget kata kalian aku brgkt kuliah gak,semalem pusing banget skrg badanku mayan anget kata kalian aku brgkt kuliah gak,"['semalem', 'pusing', 'banget', 'skrg', 'badan', 'mayan', 'anget', 'brgkt', 'kuliah', 'gak']",semalem pusing banget skrg badan mayan anget brgkt kuliah gak
hartian_dikha,2022-10-05 23:08:45+00:00,"@Rantie_Ry @malakmalakmal Kuliah di UI mbak, beliau sekarang lg studi S3 malah. Beliau jgn disamakan dg Ade Armando"," Kuliah di UI mbak, beliau sekarang lg studi S3 malah. Beliau jgn disamakan dg Ade Armando",Kuliah di UI mbak beliau sekarang lg studi S3 malah Beliau jgn disamakan dg Ade Armando,Kuliah di UI mbak beliau sekarang lg studi S malah Beliau jgn disamakan dg Ade Armando,kuliah di ui mbak beliau sekarang lg studi s malah beliau jgn disamakan dg ade armando,"['kuliah', 'ui', 'mbak', 'beliau', 'lg', 'studi', 'beliau', 'sama', 'dg', 'ade', 'armando']",kuliah ui mbak beliau lg studi beliau sama dg ade armando
cerebronu,2022-10-05 23:08:39+00:00,"Tapi abis konseran bener2 langsung hectic sama kuliah, buka twt aja gak pernah keknya 😭😭😭 CAPEKKK 😭😭😭😭😭 hidupku cuma seputar praktikum, tugas, presentasi, laprak, sama cari tempat mam enak murah banyak doang keknya 🥲","Tapi abis konseran bener2 langsung hectic sama kuliah, buka twt aja gak pernah keknya 😭😭😭 CAPEKKK 😭😭😭😭😭 hidupku cuma seputar praktikum, tugas, presentasi, laprak, sama cari tempat mam enak murah banyak doang keknya 🥲",Tapi abis konseran bener2 langsung hectic sama kuliah buka twt aja gak pernah keknya CAPEKKK hidupku cuma seputar praktikum tugas presentasi laprak sama cari tempat mam enak murah banyak doang keknya,Tapi abis konseran bener langsung hectic sama kuliah buka twt aja gak pernah keknya CAPEKKK hidupku cuma seputar praktikum tugas presentasi laprak sama cari tempat mam enak murah banyak doang keknya,tapi abis konseran bener langsung hectic sama kuliah buka twt aja gak pernah keknya capekkk hidupku cuma seputar praktikum tugas presentasi laprak sama cari tempat mam enak murah banyak doang keknya,"['abis', 'konser', 'bener', 'hectic', 'kuliah', 'buka', 'aja', 'gak', 'kek', 'capekkk', 'hidup', 'putar', 'praktikum', 'tugas', 'presentasi', 'laprak', 'cari', 'mam', 'murah', 'doang', 'kek']",abis konser bener hectic kuliah buka aja gak kek capekkk hidup putar praktikum tugas presentasi laprak cari mam murah doang kek
winwinvitawin,2022-10-05 23:08:21+00:00,"Alhamdulillah, kuliah hari ini full daring","Alhamdulillah, kuliah hari ini full daring",Alhamdulillah kuliah hari ini full daring,Alhamdulillah kuliah hari ini full daring,alhamdulillah kuliah hari ini full daring,"['alhamdulillah', 'kuliah', 'full', 'daring']",alhamdulillah kuliah full daring
padlepoprainbow,2022-10-05 23:08:14+00:00,kuliah cape bgt bgsttttttttt,kuliah cape bgt bgsttttttttt,kuliah cape bgt bgsttttttttt,kuliah cape bgt bgsttttttttt,kuliah cape bgt bgsttttttttt,"['kuliah', 'cape', 'bgsttt']",kuliah cape bgsttt
_odetoyoo,2022-10-05 23:08:11+00:00,@Inabiozi aku juga kuliah yg penting lulus 😭, aku juga kuliah yg penting lulus 😭,aku juga kuliah yg penting lulus,aku juga kuliah yg penting lulus,aku juga kuliah yg penting lulus,"['kuliah', 'lulus']",kuliah lulus
collegemenfess,2022-10-05 23:08:03+00:00,[cm] guys aku kan abis ngerjain tugas kuliah lgsng tidur jam 9 malam abis itu aku kebangun jam 2 pagi itu artinya apa ya?,[cm] guys aku kan abis ngerjain tugas kuliah lgsng tidur jam 9 malam abis itu aku kebangun jam 2 pagi itu artinya apa ya?,cm guys aku kan abis ngerjain tugas kuliah lgsng tidur jam 9 malam abis itu aku kebangun jam 2 pagi itu artinya apa ya,guys aku kan abis ngerjain tugas kuliah lgsng tidur jam  malam abis itu aku kebangun jam  pagi itu artinya apa ya,guys aku kan abis ngerjain tugas kuliah lgsng tidur jam  malam abis itu aku kebangun jam  pagi itu artinya apa ya,"['guys', 'abis', 'ngerjain', 'tugas', 'kuliah', 'lgsng', 'tidur', 'jam', 'malam', 'abis', 'bangun', 'jam', 'pagi']",guys abis ngerjain tugas kuliah lgsng tidur jam malam abis bangun jam pagi
atikanrl_,2022-10-05 23:07:58+00:00,"@radenrauf @GrabID mumpung ada giveaway. memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah. bismillah semoga rejeki walaupun grab belum unlimited
“MAU #GrabUnlimited OM!”"," mumpung ada giveaway. memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah. bismillah semoga rejeki walaupun grab belum unlimited
“MAU #GrabUnlimited OM!”",mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki walaupun grab belum unlimited MAU GrabUnlimited OM,mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki walaupun grab belum unlimited MAU GrabUnlimited OM,mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki walaupun grab belum unlimited mau grabunlimited om,"['mumpung', 'giveaway', 'butuh', 'hp', 'nggak', 'uang', 'beli', 'hp', 'kualitas', 'kamera', 'bagus', 'bikin', 'video', 'tugas', 'kuliah', 'bismillah', 'moga', 'rejeki', 'grab', 'unlimited', 'grabunlimited', 'om']",mumpung giveaway butuh hp nggak uang beli hp kualitas kamera bagus bikin video tugas kuliah bismillah moga rejeki grab unlimited grabunlimited om
raraiaia118,2022-10-05 23:07:52+00:00,@collegemenfess mkanya gua ngindarin pcran pas kuliah dlu krna gua tau diri klo pcran jd bucin tolol, mkanya gua ngindarin pcran pas kuliah dlu krna gua tau diri klo pcran jd bucin tolol,mkanya gua ngindarin pcran pas kuliah dlu krna gua tau diri klo pcran jd bucin tolol,mkanya gua ngindarin pcran pas kuliah dlu krna gua tau diri klo pcran jd bucin tolol,mkanya gua ngindarin pcran pas kuliah dlu krna gua tau diri klo pcran jd bucin tolol,"['mkanya', 'ngindarin', 'pcran', 'pas', 'kuliah', 'dlu', 'krna', 'tau', 'klo', 'pcran', 'jd', 'bucin', 'tolol']",mkanya ngindarin pcran pas kuliah dlu krna tau klo pcran jd bucin tolol
erzalfarizy,2022-10-05 23:07:19+00:00,"Kan hari ini males kuliah, eh dosennya bilang daring","Kan hari ini males kuliah, eh dosennya bilang daring",Kan hari ini males kuliah eh dosennya bilang daring,Kan hari ini males kuliah eh dosennya bilang daring,kan hari ini males kuliah eh dosennya bilang daring,"['males', 'kuliah', 'eh', 'dosen', 'bilang', 'daring']",males kuliah eh dosen bilang daring
minimojeu,2022-10-05 23:07:18+00:00,"Jadinya gapernah beli beli sampe masuk kuliah kecanduan gegara temen 
Foto jg gasuka foto karna muka w sangat tidak goodlooking jadinya males aja gitu apalagi kali makin hari makin gendut ngaca aja berasa marah ke diri sendiri karna makin gendut apalagi foto wkwk kecuali lg mood","Jadinya gapernah beli beli sampe masuk kuliah kecanduan gegara temen 
Foto jg gasuka foto karna muka w sangat tidak goodlooking jadinya males aja gitu apalagi kali makin hari makin gendut ngaca aja berasa marah ke diri sendiri karna makin gendut apalagi foto wkwk kecuali lg mood",Jadinya gapernah beli beli sampe masuk kuliah kecanduan gegara temen Foto jg gasuka foto karna muka w sangat tidak goodlooking jadinya males aja gitu apalagi kali makin hari makin gendut ngaca aja berasa marah ke diri sendiri karna makin gendut apalagi foto wkwk kecuali lg mood,Jadinya gapernah beli beli sampe masuk kuliah kecanduan gegara temen Foto jg gasuka foto karna muka w sangat tidak goodlooking jadinya males aja gitu apalagi kali makin hari makin gendut ngaca aja berasa marah ke diri sendiri karna makin gendut apalagi foto wkwk kecuali lg mood,jadinya gapernah beli beli sampe masuk kuliah kecanduan gegara temen foto jg gasuka foto karna muka w sangat tidak goodlooking jadinya males aja gitu apalagi kali makin hari makin gendut ngaca aja berasa marah ke diri sendiri karna makin gendut apalagi foto wkwk kecuali lg mood,"['gapernah', 'beli', 'beli', 'sampe', 'kuliah', 'candu', 'gegara', 'temen', 'foto', 'gasuka', 'foto', 'karna', 'muka', 'goodlooking', 'males', 'aja', 'gitu', 'gendut', 'ngaca', 'aja', 'asa', 'marah', 'karna', 'gendut', 'foto', 'wkwk', 'kecuali', 'lg', 'mood']",gapernah beli beli sampe kuliah candu gegara temen foto gasuka foto karna muka goodlooking males aja gitu gendut ngaca aja asa marah karna gendut foto wkwk kecuali lg mood
cheropatra,2022-10-05 23:07:16+00:00,akhirnyaa kuliah gue senggang t___t,akhirnyaa kuliah gue senggang t___t,akhirnyaa kuliah gue senggang t t,akhirnyaa kuliah gue senggang t t,akhirnyaa kuliah gue senggang t t,"['akhirnyaa', 'kuliah', 'senggang']",akhirnyaa kuliah senggang
Reetnodui,2022-10-05 23:07:02+00:00,"@worksfess Gede juga ya gajinya... kalo gue itu udah ada tabungan lanjut kuliah sama tabungan nikah, ngihihihi. Skincare  make up 300k sebulan aja dah cukup, toner bisa beli yg murah aja, beli yg mahal ke serum ajah. Kl make up mah buanyak yg murah dah bagus"," Gede juga ya gajinya... kalo gue itu udah ada tabungan lanjut kuliah sama tabungan nikah, ngihihihi. Skincare  make up 300k sebulan aja dah cukup, toner bisa beli yg murah aja, beli yg mahal ke serum ajah. Kl make up mah buanyak yg murah dah bagus",Gede juga ya gajinya kalo gue itu udah ada tabungan lanjut kuliah sama tabungan nikah ngihihihi Skincare make up 300k sebulan aja dah cukup toner bisa beli yg murah aja beli yg mahal ke serum ajah Kl make up mah buanyak yg murah dah bagus,Gede juga ya gajinya kalo gue itu udah ada tabungan lanjut kuliah sama tabungan nikah ngihihihi Skincare make up k sebulan aja dah cukup toner bisa beli yg murah aja beli yg mahal ke serum ajah Kl make up mah buanyak yg murah dah bagus,gede juga ya gajinya kalo gue itu udah ada tabungan lanjut kuliah sama tabungan nikah ngihihihi skincare make up k sebulan aja dah cukup toner bisa beli yg murah aja beli yg mahal ke serum ajah kl make up mah buanyak yg murah dah bagus,"['gede', 'gaji', 'kalo', 'udah', 'tabung', 'kuliah', 'tabung', 'nikah', 'ngihihihi', 'skincare', 'make', 'up', 'bulan', 'aja', 'dah', 'toner', 'beli', 'murah', 'aja', 'beli', 'mahal', 'serum', 'ajah', 'make', 'up', 'mah', 'buanyak', 'murah', 'dah', 'bagus']",gede gaji kalo udah tabung kuliah tabung nikah ngihihihi skincare make up bulan aja dah toner beli murah aja beli mahal serum ajah make up mah buanyak murah dah bagus
Inabiozi,2022-10-05 23:06:43+00:00,"Oalaaaahhh ternyata emang hukum alam juga? Wkwkwk
Gua SMK ambis bngt juara 1 or 2.
Pas kuliah bodoamat bngt, yg penting minimal 3.00 wkwkwk ga ambis kek temen2 gua yg lain. https://t.co/gxEKuGyk8G","Oalaaaahhh ternyata emang hukum alam juga? Wkwkwk
Gua SMK ambis bngt juara 1 or 2.
Pas kuliah bodoamat bngt, yg penting minimal 3.00 wkwkwk ga ambis kek temen2 gua yg lain. https://t.co/gxEKuGyk8G",Oalaaaahhh ternyata emang hukum alam juga Wkwkwk Gua SMK ambis bngt juara 1 or 2 Pas kuliah bodoamat bngt yg penting minimal 3 00 wkwkwk ga ambis kek temen2 gua yg lain,Oalaaaahhh ternyata emang hukum alam juga Wkwkwk Gua SMK ambis bngt juara  or  Pas kuliah bodoamat bngt yg penting minimal   wkwkwk ga ambis kek temen gua yg lain,oalaaaahhh ternyata emang hukum alam juga wkwkwk gua smk ambis bngt juara  or  pas kuliah bodoamat bngt yg penting minimal   wkwkwk ga ambis kek temen gua yg lain,"['oalaaahhh', 'emang', 'hukum', 'alam', 'wkwkwk', 'smk', 'ambis', 'bngt', 'juara', 'or', 'pas', 'kuliah', 'bodoamat', 'bngt', 'minimal', 'wkwkwk', 'ambis', 'kek', 'temen']",oalaaahhh emang hukum alam wkwkwk smk ambis bngt juara or pas kuliah bodoamat bngt minimal wkwkwk ambis kek temen
